# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
380             	smoothSolver	3.42702740e-01	2.33372190e-01	1000	2.04182520e-01	4.70866080e-04	1	false	smoothSolver	1.54913270e-05	1.01117260e-06	1	true	smoothSolver	1.55391150e-05	1.01449140e-06	1	true	GAMG	5.65457430e-01	3.06088490e-03	3	true
381             	smoothSolver	3.42802840e-01	2.26771320e-01	1000	2.01883700e-01	4.62903330e-04	1	false	smoothSolver	1.54653470e-05	1.00942370e-06	1	true	smoothSolver	1.55133050e-05	1.01275640e-06	1	true	GAMG	5.60280930e-01	3.33714510e-03	3	true
382             	smoothSolver	3.39844300e-01	2.26430320e-01	1000	2.01736500e-01	4.58129360e-04	1	false	smoothSolver	1.54381650e-05	1.00770670e-06	1	true	smoothSolver	1.54863350e-05	1.01104970e-06	1	true	GAMG	5.29308570e-01	2.91708220e-03	3	true
383             	smoothSolver	3.39668950e-01	2.27988480e-01	1000	2.02002750e-01	4.62256880e-04	1	false	smoothSolver	1.54112060e-05	1.00590010e-06	1	true	smoothSolver	1.54595360e-05	1.00925290e-06	1	true	GAMG	5.11309340e-01	4.67420920e-03	3	true
384             	smoothSolver	3.44687380e-01	2.26781300e-01	1000	2.04082470e-01	4.69502170e-04	1	false	smoothSolver	1.53829060e-05	1.00400580e-06	1	true	smoothSolver	1.54313860e-05	1.00736830e-06	1	true	GAMG	5.70059480e-01	3.84162590e-03	3	true
385             	smoothSolver	3.39527890e-01	2.32670830e-01	1000	2.04836960e-01	4.68337520e-04	1	false	smoothSolver	1.53530980e-05	1.00205050e-06	1	true	smoothSolver	1.54017270e-05	1.00542230e-06	1	true	GAMG	5.37093570e-01	3.85487380e-03	3	true
386             	smoothSolver	3.45208050e-01	2.28072940e-01	1000	2.05075140e-01	4.66523360e-04	1	false	smoothSolver	1.53223700e-05	1.00000430e-06	1	true	smoothSolver	1.53711420e-05	1.00338530e-06	1	true	GAMG	5.07335950e-01	3.91332330e-03	3	true
387             	smoothSolver	3.39346650e-01	2.31520010e-01	1000	2.07135280e-01	4.70679390e-04	1	false	smoothSolver	1.52900660e-05	9.97923320e-07	1	true	smoothSolver	1.53389780e-05	1.00131310e-06	1	true	GAMG	4.73937490e-01	2.87998740e-03	3	true
388             	smoothSolver	3.43668000e-01	2.31108490e-01	1000	2.11798630e-01	4.75783490e-04	1	false	smoothSolver	1.52572230e-05	9.95742150e-07	1	true	smoothSolver	1.53062710e-05	9.99140580e-07	1	true	GAMG	4.87575860e-01	3.44535370e-03	3	true
389             	smoothSolver	3.42029250e-01	2.28358590e-01	1000	2.14331810e-01	4.84267090e-04	1	false	smoothSolver	1.52226460e-05	9.93547220e-07	1	true	smoothSolver	1.52718230e-05	9.96953950e-07	1	true	GAMG	5.24169600e-01	3.12091070e-03	4	true
390             	smoothSolver	3.43308380e-01	2.29358490e-01	1000	2.09320740e-01	4.77603380e-04	1	false	smoothSolver	1.51878300e-05	9.91241630e-07	1	true	smoothSolver	1.52371330e-05	9.94656150e-07	1	true	GAMG	5.39782030e-01	5.15597970e-03	3	true
391             	smoothSolver	3.45464450e-01	2.25857190e-01	1000	2.07117920e-01	4.75092590e-04	1	false	smoothSolver	1.51511820e-05	9.88930340e-07	1	true	smoothSolver	1.52005990e-05	9.92352500e-07	1	true	GAMG	5.63376850e-01	4.05958490e-03	3	true
392             	smoothSolver	3.46817390e-01	2.26994130e-01	1000	2.03640630e-01	4.66745840e-04	1	false	smoothSolver	1.51142200e-05	9.86508600e-07	1	true	smoothSolver	1.51637520e-05	9.89937770e-07	1	true	GAMG	5.42610950e-01	3.21687130e-03	4	true
393             	smoothSolver	3.41644380e-01	2.28179480e-01	1000	2.03248930e-01	4.57108650e-04	1	false	smoothSolver	1.50754980e-05	9.84068770e-07	1	true	smoothSolver	1.51251320e-05	9.87504980e-07	1	true	GAMG	5.17055970e-01	2.85625920e-03	4	true
394             	smoothSolver	3.48642580e-01	2.29938960e-01	1000	2.03741690e-01	4.60568990e-04	1	false	smoothSolver	1.50362550e-05	9.81530720e-07	1	true	smoothSolver	1.50859920e-05	9.84972930e-07	1	true	GAMG	5.55392190e-01	3.47132620e-03	3	true
395             	smoothSolver	3.41811160e-01	2.34550580e-01	1000	2.04402180e-01	4.64424330e-04	1	false	smoothSolver	1.49954000e-05	9.78939850e-07	1	true	smoothSolver	1.50452220e-05	9.82387570e-07	1	true	GAMG	5.35120610e-01	3.58783720e-03	3	true
396             	smoothSolver	3.48037200e-01	2.34661100e-01	1000	2.04329540e-01	4.62991260e-04	1	false	smoothSolver	1.49534520e-05	9.76248120e-07	1	true	smoothSolver	1.50033530e-05	9.79700650e-07	1	true	GAMG	5.18395930e-01	3.68235910e-03	3	true
397             	smoothSolver	3.48543780e-01	2.27661200e-01	1000	2.01259480e-01	4.54365280e-04	1	false	smoothSolver	1.49098460e-05	9.73477870e-07	1	true	smoothSolver	1.49598120e-05	9.76934680e-07	1	true	GAMG	5.34802200e-01	4.59798040e-03	3	true
398             	smoothSolver	3.43318400e-01	2.33372180e-01	1000	1.99255510e-01	4.44020950e-04	1	false	smoothSolver	1.48647280e-05	9.70610550e-07	1	true	smoothSolver	1.49147500e-05	9.74070950e-07	1	true	GAMG	5.31084420e-01	2.74157700e-03	4	true
399             	smoothSolver	3.44370090e-01	2.28843430e-01	1000	2.02136600e-01	4.56467880e-04	1	false	smoothSolver	1.48179820e-05	9.67635820e-07	1	true	smoothSolver	1.48680470e-05	9.71098960e-07	1	true	GAMG	5.16824690e-01	3.34089100e-03	3	true
400             	smoothSolver	3.48340510e-01	2.31229180e-01	1000	2.05539970e-01	4.69287490e-04	1	false	smoothSolver	1.47692540e-05	9.64568410e-07	1	true	smoothSolver	1.48193500e-05	9.68033520e-07	1	true	GAMG	4.87120030e-01	3.85216540e-03	3	true
401             	smoothSolver	3.48792370e-01	2.32533020e-01	1000	2.03244910e-01	4.59143910e-04	1	false	smoothSolver	1.47189400e-05	9.61361620e-07	1	true	smoothSolver	1.47690540e-05	9.64827780e-07	1	true	GAMG	5.32110790e-01	3.23036530e-03	3	true
402             	smoothSolver	3.45985430e-01	2.35105590e-01	1000	2.05148100e-01	4.63883080e-04	1	false	smoothSolver	1.46661300e-05	9.58056550e-07	1	true	smoothSolver	1.47162490e-05	9.61522820e-07	1	true	GAMG	5.08457320e-01	3.41892230e-03	3	true
403             	smoothSolver	3.47853410e-01	2.34137950e-01	1000	2.06331850e-01	4.65245620e-04	1	false	smoothSolver	1.46116140e-05	9.54574310e-07	1	true	smoothSolver	1.46617190e-05	9.58039660e-07	1	true	GAMG	4.85670370e-01	2.15260560e-03	4	true
404             	smoothSolver	3.47600330e-01	2.31545150e-01	1000	2.05515820e-01	4.61718180e-04	1	false	smoothSolver	1.45540070e-05	9.50988610e-07	1	true	smoothSolver	1.46040820e-05	9.54452070e-07	1	true	GAMG	4.42221740e-01	3.65819730e-03	3	true
405             	smoothSolver	3.46250370e-01	2.36727220e-01	1000	1.99178060e-01	4.49364540e-04	1	false	smoothSolver	1.44945890e-05	9.47187900e-07	1	true	smoothSolver	1.45446170e-05	9.50648000e-07	1	true	GAMG	4.33420130e-01	3.78267190e-03	3	true
406             	smoothSolver	3.51250200e-01	2.32593030e-01	1000	1.98497740e-01	4.46822510e-04	1	false	smoothSolver	1.44315560e-05	9.43265860e-07	1	true	smoothSolver	1.44815140e-05	9.46721730e-07	1	true	GAMG	4.81767830e-01	3.00591830e-03	4	true
407             	smoothSolver	3.46540200e-01	2.31820720e-01	1000	2.02141500e-01	4.57514230e-04	1	false	smoothSolver	1.43662640e-05	9.39111250e-07	1	true	smoothSolver	1.44161390e-05	9.42561170e-07	1	true	GAMG	5.38074630e-01	4.25529920e-03	3	true
408             	smoothSolver	3.47835890e-01	2.30770510e-01	1000	2.03125200e-01	4.73261470e-04	1	false	smoothSolver	1.42971520e-05	9.34794450e-07	1	true	smoothSolver	1.43469170e-05	9.38237460e-07	1	true	GAMG	5.76363740e-01	5.19905060e-03	3	true
409             	smoothSolver	3.44769840e-01	2.35451100e-01	1000	1.99307280e-01	4.60735830e-04	1	false	smoothSolver	1.42251370e-05	9.30230310e-07	1	true	smoothSolver	1.42747740e-05	9.33664630e-07	1	true	GAMG	5.28875420e-01	3.41137520e-03	3	true
410             	smoothSolver	3.52603610e-01	2.33731140e-01	1000	1.94657210e-01	4.43990490e-04	1	false	smoothSolver	1.41490650e-05	9.25464380e-07	1	true	smoothSolver	1.41985480e-05	9.28888790e-07	1	true	GAMG	5.22402380e-01	3.22062350e-03	3	true
411             	smoothSolver	3.37727870e-01	2.26948220e-01	1000	1.90862070e-01	4.32719330e-04	1	false	smoothSolver	1.40694770e-05	9.20443290e-07	1	true	smoothSolver	1.41187850e-05	9.23855840e-07	1	true	GAMG	5.51979390e-01	4.62051870e-03	3	true
412             	smoothSolver	3.36299400e-01	2.26074120e-01	1000	1.92770190e-01	4.38292040e-04	1	false	smoothSolver	1.39857100e-05	9.15172250e-07	1	true	smoothSolver	1.40348130e-05	9.18571650e-07	1	true	GAMG	5.40104520e-01	2.94250260e-03	4	true
413             	smoothSolver	3.42016650e-01	2.25663410e-01	1000	1.92465570e-01	4.42553580e-04	1	false	smoothSolver	1.38976870e-05	9.09626700e-07	1	true	smoothSolver	1.39465640e-05	9.13010940e-07	1	true	GAMG	4.83107570e-01	4.24378010e-03	3	true
414             	smoothSolver	3.39857180e-01	2.23626660e-01	1000	1.93449030e-01	4.54965520e-04	1	false	smoothSolver	1.38051930e-05	9.03793010e-07	1	true	smoothSolver	1.38538110e-05	9.07160350e-07	1	true	GAMG	4.51763230e-01	3.35051300e-03	3	true
415             	smoothSolver	3.34297130e-01	2.23986310e-01	1000	1.94255270e-01	4.60111940e-04	1	false	smoothSolver	1.37078670e-05	8.97680730e-07	1	true	smoothSolver	1.37562010e-05	9.01029170e-07	1	true	GAMG	4.66126600e-01	4.59105250e-03	3	true
416             	smoothSolver	3.37804910e-01	2.24589470e-01	1000	1.94655700e-01	4.60292970e-04	1	false	smoothSolver	1.36060220e-05	8.91228710e-07	1	true	smoothSolver	1.36540420e-05	8.94556330e-07	1	true	GAMG	4.17390790e-01	3.30250860e-03	3	true
417             	smoothSolver	3.33687650e-01	2.26342860e-01	1000	1.98928230e-01	4.63125930e-04	1	false	smoothSolver	1.34985710e-05	8.84472230e-07	1	true	smoothSolver	1.35462470e-05	8.87776960e-07	1	true	GAMG	4.32425300e-01	3.39345310e-03	4	true
418             	smoothSolver	3.45536790e-01	2.26772090e-01	1000	2.03517720e-01	4.72941270e-04	1	false	smoothSolver	1.33862370e-05	8.77345990e-07	1	true	smoothSolver	1.34335370e-05	8.80625700e-07	1	true	GAMG	3.73433740e-01	2.54986860e-03	4	true
419             	smoothSolver	3.39001230e-01	2.24943190e-01	1000	2.04278000e-01	4.74915540e-04	1	false	smoothSolver	1.32679330e-05	8.69920850e-07	1	true	smoothSolver	1.33148230e-05	8.73173850e-07	1	true	GAMG	4.69759340e-01	2.93950910e-03	3	true
420             	smoothSolver	3.39728140e-01	2.27887530e-01	1000	2.05713030e-01	4.77600270e-04	1	false	smoothSolver	1.31447390e-05	8.62070410e-07	1	true	smoothSolver	1.31911940e-05	8.65294090e-07	1	true	GAMG	4.61960600e-01	3.10637220e-03	3	true
421             	smoothSolver	3.32282460e-01	2.23215770e-01	1000	1.98345580e-01	4.58938180e-04	1	false	smoothSolver	1.30147640e-05	8.53888050e-07	1	true	smoothSolver	1.30607450e-05	8.57080280e-07	1	true	GAMG	4.38431770e-01	3.80302050e-03	3	true
422             	smoothSolver	3.34498340e-01	2.27260370e-01	1000	1.92081210e-01	4.44660730e-04	1	false	smoothSolver	1.28795720e-05	8.45298310e-07	1	true	smoothSolver	1.29250490e-05	8.48456800e-07	1	true	GAMG	4.75673090e-01	2.54886430e-03	3	true
423             	smoothSolver	3.33069780e-01	2.18448640e-01	1000	1.86911990e-01	4.27740530e-04	1	false	smoothSolver	1.27379490e-05	8.36334860e-07	1	true	smoothSolver	1.27828860e-05	8.39457640e-07	1	true	GAMG	4.66962040e-01	2.44644840e-03	4	true
424             	smoothSolver	3.34091130e-01	2.28667740e-01	1000	1.83079360e-01	4.16263980e-04	1	false	smoothSolver	1.25903680e-05	8.26919020e-07	1	true	smoothSolver	1.26347360e-05	8.30003420e-07	1	true	GAMG	4.09053980e-01	3.96101860e-03	3	true
425             	smoothSolver	3.38143280e-01	2.22357040e-01	1000	1.84256460e-01	4.15911430e-04	1	false	smoothSolver	1.24358150e-05	8.17127810e-07	1	true	smoothSolver	1.24795740e-05	8.20171660e-07	1	true	GAMG	3.62030570e-01	2.37655630e-03	5	true
426             	smoothSolver	3.33471280e-01	2.24990600e-01	1000	1.92408900e-01	4.38646500e-04	1	false	smoothSolver	1.22753560e-05	8.06924430e-07	1	true	smoothSolver	1.23184780e-05	8.09925610e-07	1	true	GAMG	4.80961910e-01	1.80421240e-03	4	true
427             	smoothSolver	3.36882470e-01	2.26106470e-01	1000	1.96285300e-01	4.56442720e-04	1	false	smoothSolver	1.21086190e-05	7.96287050e-07	1	true	smoothSolver	1.21510700e-05	7.99243180e-07	1	true	GAMG	5.32234830e-01	4.94124610e-03	3	true
428             	smoothSolver	3.38209310e-01	2.20463430e-01	1000	1.97791350e-01	4.57005110e-04	1	false	smoothSolver	1.19351620e-05	7.85203310e-07	1	true	smoothSolver	1.19769110e-05	7.88111970e-07	1	true	GAMG	4.59134070e-01	3.67387890e-03	4	true
429             	smoothSolver	3.34908170e-01	2.29221120e-01	1000	1.98955800e-01	4.57843700e-04	1	false	smoothSolver	1.17549940e-05	7.73705860e-07	1	true	smoothSolver	1.17960030e-05	7.76564860e-07	1	true	GAMG	4.77520140e-01	3.57091170e-03	4	true
430             	smoothSolver	3.43470300e-01	2.26695690e-01	1000	1.96049150e-01	4.48857300e-04	1	false	smoothSolver	1.15685060e-05	7.61817210e-07	1	true	smoothSolver	1.16087480e-05	7.64624710e-07	1	true	GAMG	3.99385800e-01	2.43623970e-03	3	true
431             	smoothSolver	3.28264360e-01	2.22218050e-01	1000	1.95814210e-01	4.51003690e-04	1	false	smoothSolver	1.13762560e-05	7.49466040e-07	1	true	smoothSolver	1.14157010e-05	7.52219400e-07	1	true	GAMG	3.94669540e-01	2.34354830e-03	4	true
432             	smoothSolver	3.29371540e-01	2.20773190e-01	1000	1.98747390e-01	4.66935270e-04	1	false	smoothSolver	1.11770360e-05	7.36708790e-07	1	true	smoothSolver	1.12156540e-05	7.39406270e-07	1	true	GAMG	4.49658030e-01	3.91498400e-03	3	true
433             	smoothSolver	3.31050350e-01	2.18708340e-01	1000	1.99965540e-01	4.78896000e-04	1	false	smoothSolver	1.09719310e-05	7.23524390e-07	1	true	smoothSolver	1.10096940e-05	7.26163870e-07	1	true	GAMG	4.12475520e-01	3.82289350e-03	4	true
434             	smoothSolver	3.35720350e-01	2.25879910e-01	1000	1.92958220e-01	4.53294470e-04	1	false	smoothSolver	1.07605770e-05	7.09985640e-07	1	true	smoothSolver	1.07974560e-05	7.12565660e-07	1	true	GAMG	4.94506620e-01	3.85718200e-03	3	true
435             	smoothSolver	3.35159640e-01	2.21727760e-01	1000	1.85632350e-01	4.26267470e-04	1	false	smoothSolver	1.05440850e-05	6.96002280e-07	1	true	smoothSolver	1.05800610e-05	6.98520640e-07	1	true	GAMG	4.79682100e-01	2.65465150e-03	3	true
436             	smoothSolver	3.29179020e-01	2.18554830e-01	1000	1.79285090e-01	4.09073480e-04	1	false	smoothSolver	1.03212580e-05	6.81693440e-07	1	true	smoothSolver	1.03563030e-05	6.84148720e-07	1	true	GAMG	5.03969340e-01	4.24864370e-03	4	true
437             	smoothSolver	3.27121480e-01	2.20693510e-01	1000	1.77004540e-01	4.00208420e-04	1	false	smoothSolver	1.00938360e-05	6.66974500e-07	1	true	smoothSolver	1.01279340e-05	6.69364700e-07	1	true	GAMG	4.09657290e-01	1.24597380e-03	4	true
438             	smoothSolver	3.29730010e-01	2.14607910e-01	1000	1.81930540e-01	4.14018960e-04	1	false	smoothSolver	9.86070780e-06	6.51949150e-07	1	true	smoothSolver	9.89383290e-06	6.54273310e-07	1	true	GAMG	3.87500070e-01	2.54716260e-03	3	true
439             	smoothSolver	3.30335810e-01	2.16645830e-01	1000	1.90371360e-01	4.29826010e-04	1	false	smoothSolver	9.62337500e-06	6.36597210e-07	1	true	smoothSolver	9.65551520e-06	6.38854170e-07	1	true	GAMG	3.70890310e-01	2.91384230e-03	4	true
440             	smoothSolver	3.25150470e-01	2.21268580e-01	1000	2.03875750e-01	4.67020740e-04	1	false	smoothSolver	9.38172730e-06	6.20950470e-07	1	true	smoothSolver	9.41286750e-06	6.23139070e-07	1	true	GAMG	4.08396200e-01	2.46538240e-03	4	true
441             	smoothSolver	3.25225690e-01	2.13157810e-01	1000	2.07841950e-01	4.87245150e-04	1	false	smoothSolver	9.13613270e-06	6.04974100e-07	1	true	smoothSolver	9.16626190e-06	6.07092910e-07	1	true	GAMG	4.79146610e-01	4.19843170e-03	3	true
442             	smoothSolver	3.30826220e-01	2.18880540e-01	1000	1.97755810e-01	4.63724500e-04	1	false	smoothSolver	8.88624800e-06	5.88783350e-07	1	true	smoothSolver	8.91534890e-06	5.90832050e-07	1	true	GAMG	4.64700790e-01	4.06715500e-03	4	true
443             	smoothSolver	3.25744700e-01	2.18394390e-01	1000	1.88550930e-01	4.34335360e-04	1	false	smoothSolver	8.63376440e-06	5.72422250e-07	1	true	smoothSolver	8.66183430e-06	5.74400440e-07	1	true	GAMG	4.61279210e-01	1.93309630e-03	4	true
444             	smoothSolver	3.22379530e-01	2.17463790e-01	1000	1.81273650e-01	4.08208890e-04	1	false	smoothSolver	8.37945890e-06	5.55819660e-07	1	true	smoothSolver	8.40650070e-06	5.57726610e-07	1	true	GAMG	4.22068440e-01	3.59880480e-03	3	true
445             	smoothSolver	3.21452700e-01	2.13635230e-01	1000	1.85148820e-01	4.19975680e-04	1	false	smoothSolver	8.12218650e-06	5.39006870e-07	1	true	smoothSolver	8.14819110e-06	5.40842020e-07	1	true	GAMG	3.92250140e-01	1.66749490e-03	4	true
446             	smoothSolver	3.19717360e-01	2.13949580e-01	1000	1.88137270e-01	4.25562720e-04	1	false	smoothSolver	7.86258420e-06	5.22142870e-07	1	true	smoothSolver	7.88754690e-06	5.23906660e-07	1	true	GAMG	4.67326170e-01	2.86900980e-03	4	true
447             	smoothSolver	3.23033670e-01	2.15459860e-01	1000	1.90826850e-01	4.36529430e-04	1	false	smoothSolver	7.60247190e-06	5.05197470e-07	1	true	smoothSolver	7.62640450e-06	5.06890030e-07	1	true	GAMG	4.00345510e-01	3.56354210e-03	3	true
448             	smoothSolver	3.28185140e-01	2.18507700e-01	1000	1.89201320e-01	4.30902990e-04	1	false	smoothSolver	7.34112690e-06	4.88130220e-07	1	true	smoothSolver	7.36402790e-06	4.89751520e-07	1	true	GAMG	4.17943580e-01	3.18178580e-03	3	true
449             	smoothSolver	3.24173580e-01	2.15678130e-01	1000	1.85273710e-01	4.16432230e-04	1	false	smoothSolver	7.07874520e-06	4.70986030e-07	1	true	smoothSolver	7.10061940e-06	4.72536690e-07	1	true	GAMG	4.09984070e-01	1.56627500e-03	5	true
450             	smoothSolver	3.23168510e-01	2.16176560e-01	1000	1.91203260e-01	4.35885750e-04	1	false	smoothSolver	6.81605280e-06	4.53792360e-07	1	true	smoothSolver	6.83691340e-06	4.55272410e-07	1	true	GAMG	4.89244640e-01	3.10575990e-03	3	true
451             	smoothSolver	3.23079160e-01	2.14138220e-01	1000	1.94129210e-01	4.44417620e-04	1	false	smoothSolver	6.55345350e-06	4.36583610e-07	1	true	smoothSolver	6.57330330e-06	4.37994120e-07	1	true	GAMG	4.75680740e-01	4.37711100e-03	3	true
452             	smoothSolver	3.20835140e-01	2.14776290e-01	1000	1.95616220e-01	4.51095170e-04	1	false	smoothSolver	6.29151280e-06	4.19416520e-07	1	true	smoothSolver	6.31037560e-06	4.20757690e-07	1	true	GAMG	4.26637430e-01	4.20965340e-03	3	true
453             	smoothSolver	3.15647870e-01	2.17374480e-01	1000	1.91781140e-01	4.34560650e-04	1	false	smoothSolver	6.03104640e-06	4.02301520e-07	1	true	smoothSolver	6.04892580e-06	4.03574100e-07	1	true	GAMG	4.60119970e-01	2.65063030e-03	4	true
454             	smoothSolver	3.27583830e-01	2.16186370e-01	1000	1.87325180e-01	4.21246320e-04	1	false	smoothSolver	5.77222950e-06	3.85301920e-07	1	true	smoothSolver	5.78914120e-06	3.86508390e-07	1	true	GAMG	4.26069360e-01	4.07631460e-03	3	true
455             	smoothSolver	3.21959730e-01	2.15722390e-01	1000	1.86481040e-01	4.16737740e-04	1	false	smoothSolver	5.51604850e-06	3.68441950e-07	1	true	smoothSolver	5.53203100e-06	3.69582410e-07	1	true	GAMG	3.75262200e-01	2.54658540e-03	3	true
456             	smoothSolver	3.25013060e-01	2.13725540e-01	1000	1.86018820e-01	4.12247490e-04	1	false	smoothSolver	5.26278510e-06	3.51745240e-07	1	true	smoothSolver	5.27784150e-06	3.52822280e-07	1	true	GAMG	3.83549130e-01	2.83047100e-03	4	true
457             	smoothSolver	3.15059810e-01	2.14195800e-01	1000	1.88056060e-01	4.22137700e-04	1	false	smoothSolver	5.01285170e-06	3.35295390e-07	1	true	smoothSolver	5.02702860e-06	3.36309650e-07	1	true	GAMG	4.65948730e-01	4.49786260e-03	3	true
458             	smoothSolver	3.15346100e-01	2.10459520e-01	1000	1.90100520e-01	4.33886670e-04	1	false	smoothSolver	4.76741440e-06	3.19071000e-07	1	true	smoothSolver	4.78071740e-06	3.20023630e-07	1	true	GAMG	4.05715130e-01	3.77117520e-03	3	true
459             	smoothSolver	3.18019720e-01	2.16768370e-01	1000	1.88211990e-01	4.33762090e-04	1	false	smoothSolver	4.52614490e-06	3.03136750e-07	1	true	smoothSolver	4.53859700e-06	3.04031790e-07	1	true	GAMG	4.49875250e-01	1.64467240e-03	5	true
460             	smoothSolver	3.21943360e-01	2.11982870e-01	1000	1.86548350e-01	4.24504560e-04	1	false	smoothSolver	4.29005230e-06	2.87529490e-07	1	true	smoothSolver	4.30171520e-06	2.88366900e-07	1	true	GAMG	3.55915990e-01	1.83154450e-03	4	true
461             	smoothSolver	3.14368950e-01	2.12208150e-01	1000	1.89780600e-01	4.29361790e-04	1	false	smoothSolver	4.05954580e-06	2.72239450e-07	1	true	smoothSolver	4.07041960e-06	2.73021000e-07	1	true	GAMG	3.77752390e-01	3.59988680e-03	3	true
462             	smoothSolver	3.14449600e-01	2.10374510e-01	1000	1.95013390e-01	4.47654840e-04	1	false	smoothSolver	3.83448140e-06	2.57343510e-07	1	true	smoothSolver	3.84459360e-06	2.58074150e-07	1	true	GAMG	4.04068530e-01	2.52707230e-03	3	true
463             	smoothSolver	3.15695460e-01	2.09331030e-01	1000	1.94155700e-01	4.43450380e-04	1	false	smoothSolver	3.61605180e-06	2.42846350e-07	1	true	smoothSolver	3.62547530e-06	2.43525580e-07	1	true	GAMG	4.10773020e-01	3.34572600e-03	3	true
