# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
1747            	smoothSolver	2.21456080e-01	1.53235740e-01	1000	1.52659900e-01	3.39105250e-04	1	false	smoothSolver	9.92350770e-08	9.92350770e-08	0	true	smoothSolver	9.95936780e-08	9.95936780e-08	0	true	GAMG	3.58157780e-01	2.14496180e-03	3	true
1748            	smoothSolver	2.20834080e-01	1.52279390e-01	1000	1.54865000e-01	3.48127500e-04	1	false	smoothSolver	9.92351310e-08	9.92351310e-08	0	true	smoothSolver	9.95937140e-08	9.95937140e-08	0	true	GAMG	3.41527910e-01	2.26749360e-03	3	true
1749            	smoothSolver	2.21094360e-01	1.49962880e-01	1000	1.62980490e-01	3.72460580e-04	1	false	smoothSolver	9.92350920e-08	9.92350920e-08	0	true	smoothSolver	9.95937450e-08	9.95937450e-08	0	true	GAMG	3.26762500e-01	1.63263060e-03	5	true
1750            	smoothSolver	2.20540430e-01	1.47558430e-01	1000	1.63790750e-01	3.76698220e-04	1	false	smoothSolver	9.92350450e-08	9.92350450e-08	0	true	smoothSolver	9.95937280e-08	9.95937280e-08	0	true	GAMG	4.05120080e-01	3.21002810e-03	3	true
1751            	smoothSolver	2.19441170e-01	1.50324970e-01	1000	1.60600630e-01	3.64307750e-04	1	false	smoothSolver	9.92350810e-08	9.92350810e-08	0	true	smoothSolver	9.95936860e-08	9.95936860e-08	0	true	GAMG	3.55413280e-01	2.03126170e-03	3	true
1752            	smoothSolver	2.21638530e-01	1.52352590e-01	1000	1.56624100e-01	3.48254450e-04	1	false	smoothSolver	9.92350720e-08	9.92350720e-08	0	true	smoothSolver	9.95936690e-08	9.95936690e-08	0	true	GAMG	3.53454060e-01	2.30802810e-03	3	true
1753            	smoothSolver	2.24625310e-01	1.50086930e-01	1000	1.57911440e-01	3.48326940e-04	1	false	smoothSolver	9.92350990e-08	9.92350990e-08	0	true	smoothSolver	9.95936550e-08	9.95936550e-08	0	true	GAMG	3.61074700e-01	2.01758680e-03	4	true
1754            	smoothSolver	2.22087040e-01	1.48061340e-01	1000	1.57466110e-01	3.44081150e-04	1	false	smoothSolver	9.92350850e-08	9.92350850e-08	0	true	smoothSolver	9.95937590e-08	9.95937590e-08	0	true	GAMG	3.93810500e-01	2.58106570e-03	3	true
1755            	smoothSolver	2.22687400e-01	1.52037300e-01	1000	1.55454920e-01	3.44373330e-04	1	false	smoothSolver	9.92351060e-08	9.92351060e-08	0	true	smoothSolver	9.95936900e-08	9.95936900e-08	0	true	GAMG	3.82831430e-01	2.47613310e-03	3	true
1756            	smoothSolver	2.23308370e-01	1.53603280e-01	1000	1.57933390e-01	3.49446350e-04	1	false	smoothSolver	9.92350290e-08	9.92350290e-08	0	true	smoothSolver	9.95937410e-08	9.95937410e-08	0	true	GAMG	3.62359580e-01	2.45988690e-03	3	true
1757            	smoothSolver	2.23718060e-01	1.55058750e-01	1000	1.60221110e-01	3.58103380e-04	1	false	smoothSolver	9.92350750e-08	9.92350750e-08	0	true	smoothSolver	9.95937130e-08	9.95937130e-08	0	true	GAMG	3.96472350e-01	3.60892650e-03	3	true
1758            	smoothSolver	2.22168950e-01	1.54090700e-01	1000	1.61743440e-01	3.63583910e-04	1	false	smoothSolver	9.92351110e-08	9.92351110e-08	0	true	smoothSolver	9.95937420e-08	9.95937420e-08	0	true	GAMG	3.71871640e-01	2.34322080e-03	3	true
1759            	smoothSolver	2.26284880e-01	1.54495680e-01	1000	1.60380250e-01	3.66272580e-04	1	false	smoothSolver	9.92350430e-08	9.92350430e-08	0	true	smoothSolver	9.95937290e-08	9.95937290e-08	0	true	GAMG	3.76245280e-01	2.37037180e-03	3	true
1760            	smoothSolver	2.22481920e-01	1.53036750e-01	1000	1.59990540e-01	3.55079620e-04	1	false	smoothSolver	9.92350650e-08	9.92350650e-08	0	true	smoothSolver	9.95936520e-08	9.95936520e-08	0	true	GAMG	3.96111660e-01	2.37429630e-03	3	true
1761            	smoothSolver	2.24352910e-01	1.53962840e-01	1000	1.58044040e-01	3.42319850e-04	1	false	smoothSolver	9.92351020e-08	9.92351020e-08	0	true	smoothSolver	9.95936650e-08	9.95936650e-08	0	true	GAMG	3.99008450e-01	2.82101890e-03	3	true
1762            	smoothSolver	2.23568100e-01	1.53507050e-01	1000	1.63190570e-01	3.56967390e-04	1	false	smoothSolver	9.92350730e-08	9.92350730e-08	0	true	smoothSolver	9.95937020e-08	9.95937020e-08	0	true	GAMG	3.76977670e-01	2.37813290e-03	3	true
1763            	smoothSolver	2.23794990e-01	1.54584480e-01	1000	1.68717020e-01	3.71649710e-04	1	false	smoothSolver	9.92350620e-08	9.92350620e-08	0	true	smoothSolver	9.95937260e-08	9.95937260e-08	0	true	GAMG	3.91033060e-01	2.19099670e-03	3	true
1764            	smoothSolver	2.22600170e-01	1.55302810e-01	1000	1.66556120e-01	3.68987600e-04	1	false	smoothSolver	9.92350580e-08	9.92350580e-08	0	true	smoothSolver	9.95936830e-08	9.95936830e-08	0	true	GAMG	3.93730520e-01	2.44088680e-03	3	true
1765            	smoothSolver	2.24859100e-01	1.53944540e-01	1000	1.63253250e-01	3.65225920e-04	1	false	smoothSolver	9.92350930e-08	9.92350930e-08	0	true	smoothSolver	9.95937150e-08	9.95937150e-08	0	true	GAMG	3.62095860e-01	2.57442780e-03	3	true
1766            	smoothSolver	2.22325850e-01	1.55329770e-01	1000	1.58972090e-01	3.46134990e-04	1	false	smoothSolver	9.92350770e-08	9.92350770e-08	0	true	smoothSolver	9.95936940e-08	9.95936940e-08	0	true	GAMG	3.45886310e-01	2.78940890e-03	3	true
1767            	smoothSolver	2.23666860e-01	1.53424640e-01	1000	1.56477350e-01	3.34478190e-04	1	false	smoothSolver	9.92350890e-08	9.92350890e-08	0	true	smoothSolver	9.95937200e-08	9.95937200e-08	0	true	GAMG	3.92079450e-01	2.71331290e-03	3	true
1768            	smoothSolver	2.23103530e-01	1.53259470e-01	1000	1.58267760e-01	3.44096360e-04	1	false	smoothSolver	9.92350920e-08	9.92350920e-08	0	true	smoothSolver	9.95936900e-08	9.95936900e-08	0	true	GAMG	3.89156910e-01	3.28826130e-03	3	true
1769            	smoothSolver	2.22373600e-01	1.53014280e-01	1000	1.64473830e-01	3.64756260e-04	1	false	smoothSolver	9.92350720e-08	9.92350720e-08	0	true	smoothSolver	9.95937200e-08	9.95937200e-08	0	true	GAMG	3.46945580e-01	3.14989570e-03	3	true
1770            	smoothSolver	2.22617640e-01	1.54461830e-01	1000	1.61728490e-01	3.59583970e-04	1	false	smoothSolver	9.92350810e-08	9.92350810e-08	0	true	smoothSolver	9.95937440e-08	9.95937440e-08	0	true	GAMG	3.90824150e-01	2.94819070e-03	3	true
1771            	smoothSolver	2.26703410e-01	1.54105840e-01	1000	1.60073970e-01	3.56758110e-04	1	false	smoothSolver	9.92350700e-08	9.92350700e-08	0	true	smoothSolver	9.95937420e-08	9.95937420e-08	0	true	GAMG	3.83068150e-01	3.12713600e-03	3	true
1772            	smoothSolver	2.22379710e-01	1.53348090e-01	1000	1.60878310e-01	3.61296150e-04	1	false	smoothSolver	9.92351140e-08	9.92351140e-08	0	true	smoothSolver	9.95937370e-08	9.95937370e-08	0	true	GAMG	3.55975510e-01	1.97914620e-03	3	true
1773            	smoothSolver	2.21813760e-01	1.52132180e-01	1000	1.61425840e-01	3.59203560e-04	1	false	smoothSolver	9.92351300e-08	9.92351300e-08	0	true	smoothSolver	9.95937040e-08	9.95937040e-08	0	true	GAMG	3.54806570e-01	2.06050420e-03	4	true
1774            	smoothSolver	2.26448490e-01	1.55011880e-01	1000	1.58505590e-01	3.54210300e-04	1	false	smoothSolver	9.92351040e-08	9.92351040e-08	0	true	smoothSolver	9.95937460e-08	9.95937460e-08	0	true	GAMG	3.90529740e-01	2.64887980e-03	4	true
1775            	smoothSolver	2.30755910e-01	1.54105090e-01	1000	1.56018120e-01	3.45508250e-04	1	false	smoothSolver	9.92350940e-08	9.92350940e-08	0	true	smoothSolver	9.95937620e-08	9.95937620e-08	0	true	GAMG	3.44919440e-01	3.05935920e-03	3	true
1776            	smoothSolver	2.22471230e-01	1.54113740e-01	1000	1.56678680e-01	3.47315250e-04	1	false	smoothSolver	9.92351430e-08	9.92351430e-08	0	true	smoothSolver	9.95937230e-08	9.95937230e-08	0	true	GAMG	3.99891800e-01	3.44457750e-03	3	true
1777            	smoothSolver	2.25007090e-01	1.54955670e-01	1000	1.57405020e-01	3.46241690e-04	1	false	smoothSolver	9.92351180e-08	9.92351180e-08	0	true	smoothSolver	9.95937410e-08	9.95937410e-08	0	true	GAMG	3.77793000e-01	3.06400900e-03	3	true
1778            	smoothSolver	2.23981160e-01	1.50598680e-01	1000	1.56418270e-01	3.45206520e-04	1	false	smoothSolver	9.92350980e-08	9.92350980e-08	0	true	smoothSolver	9.95937260e-08	9.95937260e-08	0	true	GAMG	3.53116680e-01	3.10754880e-03	3	true
1779            	smoothSolver	2.23619320e-01	1.52704700e-01	1000	1.58217740e-01	3.45458600e-04	1	false	smoothSolver	9.92350790e-08	9.92350790e-08	0	true	smoothSolver	9.95937080e-08	9.95937080e-08	0	true	GAMG	3.73967320e-01	2.68793520e-03	3	true
1780            	smoothSolver	2.24334620e-01	1.51892730e-01	1000	1.58854350e-01	3.47205780e-04	1	false	smoothSolver	9.92350800e-08	9.92350800e-08	0	true	smoothSolver	9.95937020e-08	9.95937020e-08	0	true	GAMG	3.40321200e-01	1.31561130e-03	4	true
1781            	smoothSolver	2.21722530e-01	1.53613390e-01	1000	1.59698830e-01	3.47154040e-04	1	false	smoothSolver	9.92350970e-08	9.92350970e-08	0	true	smoothSolver	9.95937450e-08	9.95937450e-08	0	true	GAMG	3.99256310e-01	2.46578700e-03	3	true
1782            	smoothSolver	2.24423320e-01	1.53586180e-01	1000	1.57902990e-01	3.43816160e-04	1	false	smoothSolver	9.92350980e-08	9.92350980e-08	0	true	smoothSolver	9.95937360e-08	9.95937360e-08	0	true	GAMG	3.75894510e-01	2.27498060e-03	3	true
1783            	smoothSolver	2.25327680e-01	1.54731750e-01	1000	1.56247270e-01	3.36097640e-04	1	false	smoothSolver	9.92350960e-08	9.92350960e-08	0	true	smoothSolver	9.95937280e-08	9.95937280e-08	0	true	GAMG	3.54119950e-01	3.26253630e-03	3	true
1784            	smoothSolver	2.24020960e-01	1.55132640e-01	1000	1.59411940e-01	3.52818270e-04	1	false	smoothSolver	9.92350870e-08	9.92350870e-08	0	true	smoothSolver	9.95936650e-08	9.95936650e-08	0	true	GAMG	3.29152420e-01	1.83274640e-03	3	true
1785            	smoothSolver	2.22874610e-01	1.54578120e-01	1000	1.67487020e-01	3.79432860e-04	1	false	smoothSolver	9.92350900e-08	9.92350900e-08	0	true	smoothSolver	9.95936980e-08	9.95936980e-08	0	true	GAMG	3.24946890e-01	2.32297080e-03	4	true
1786            	smoothSolver	2.26911210e-01	1.57959750e-01	1000	1.72183350e-01	3.91596170e-04	1	false	smoothSolver	9.92350830e-08	9.92350830e-08	0	true	smoothSolver	9.95937130e-08	9.95937130e-08	0	true	GAMG	3.75715880e-01	3.54766400e-03	3	true
1787            	smoothSolver	2.24699310e-01	1.51043420e-01	1000	1.71844040e-01	3.96439820e-04	1	false	smoothSolver	9.92351210e-08	9.92351210e-08	0	true	smoothSolver	9.95936700e-08	9.95936700e-08	0	true	GAMG	3.64569460e-01	2.08063280e-03	3	true
1788            	smoothSolver	2.23145300e-01	1.53349810e-01	1000	1.62168390e-01	3.69928580e-04	1	false	smoothSolver	9.92350830e-08	9.92350830e-08	0	true	smoothSolver	9.95937060e-08	9.95937060e-08	0	true	GAMG	3.57039610e-01	3.45167980e-03	3	true
1789            	smoothSolver	2.22501410e-01	1.55456060e-01	1000	1.60520400e-01	3.54902680e-04	1	false	smoothSolver	9.92351320e-08	9.92351320e-08	0	true	smoothSolver	9.95936880e-08	9.95936880e-08	0	true	GAMG	3.98076060e-01	2.30258050e-03	3	true
1790            	smoothSolver	2.20930800e-01	1.53566720e-01	1000	1.62921300e-01	3.54171860e-04	1	false	smoothSolver	9.92350750e-08	9.92350750e-08	0	true	smoothSolver	9.95936910e-08	9.95936910e-08	0	true	GAMG	3.84712980e-01	2.23764680e-03	3	true
1791            	smoothSolver	2.22324550e-01	1.51200160e-01	1000	1.67098220e-01	3.64553810e-04	1	false	smoothSolver	9.92350930e-08	9.92350930e-08	0	true	smoothSolver	9.95936800e-08	9.95936800e-08	0	true	GAMG	3.70427060e-01	2.69057620e-03	3	true
1792            	smoothSolver	2.22994620e-01	1.51501650e-01	1000	1.69219640e-01	3.70938200e-04	1	false	smoothSolver	9.92350830e-08	9.92350830e-08	0	true	smoothSolver	9.95937310e-08	9.95937310e-08	0	true	GAMG	4.00198340e-01	3.47553010e-03	3	true
1793            	smoothSolver	2.21451990e-01	1.50227050e-01	1000	1.67046110e-01	3.63272120e-04	1	false	smoothSolver	9.92351010e-08	9.92351010e-08	0	true	smoothSolver	9.95937570e-08	9.95937570e-08	0	true	GAMG	3.63205210e-01	2.89182570e-03	3	true
1794            	smoothSolver	2.26228290e-01	1.53390040e-01	1000	1.63504650e-01	3.55565130e-04	1	false	smoothSolver	9.92350950e-08	9.92350950e-08	0	true	smoothSolver	9.95936920e-08	9.95936920e-08	0	true	GAMG	3.52479110e-01	2.57233090e-03	3	true
1795            	smoothSolver	2.24496660e-01	1.55283340e-01	1000	1.64350910e-01	3.56020260e-04	1	false	smoothSolver	9.92351390e-08	9.92351390e-08	0	true	smoothSolver	9.95937360e-08	9.95937360e-08	0	true	GAMG	3.63657720e-01	2.44229760e-03	3	true
1796            	smoothSolver	2.21525420e-01	1.54653940e-01	1000	1.64396530e-01	3.52766840e-04	1	false	smoothSolver	9.92351450e-08	9.92351450e-08	0	true	smoothSolver	9.95937280e-08	9.95937280e-08	0	true	GAMG	3.93790490e-01	3.50985350e-03	3	true
1797            	smoothSolver	2.18964270e-01	1.54511580e-01	1000	1.64688580e-01	3.57729180e-04	1	false	smoothSolver	9.92350670e-08	9.92350670e-08	0	true	smoothSolver	9.95936800e-08	9.95936800e-08	0	true	GAMG	3.61173510e-01	2.36367770e-03	3	true
1798            	smoothSolver	2.23260110e-01	1.55002070e-01	1000	1.63545380e-01	3.57331770e-04	1	false	smoothSolver	9.92351140e-08	9.92351140e-08	0	true	smoothSolver	9.95936880e-08	9.95936880e-08	0	true	GAMG	3.44178460e-01	2.77839400e-03	3	true
1799            	smoothSolver	2.21246750e-01	1.50440720e-01	1000	1.65342870e-01	3.62867000e-04	1	false	smoothSolver	9.92350650e-08	9.92350650e-08	0	true	smoothSolver	9.95937150e-08	9.95937150e-08	0	true	GAMG	3.68740060e-01	2.48238620e-03	3	true
1800            	smoothSolver	2.19653590e-01	1.52502450e-01	1000	1.62271580e-01	3.55006830e-04	1	false	smoothSolver	9.92350820e-08	9.92350820e-08	0	true	smoothSolver	9.95937460e-08	9.95937460e-08	0	true	GAMG	3.93812640e-01	2.78787460e-03	3	true
1801            	smoothSolver	2.20302810e-01	1.52370560e-01	1000	1.56701910e-01	3.41721540e-04	1	false	smoothSolver	9.92350790e-08	9.92350790e-08	0	true	smoothSolver	9.95937230e-08	9.95937230e-08	0	true	GAMG	3.53163630e-01	2.16314120e-03	3	true
1802            	smoothSolver	2.21690850e-01	1.52153760e-01	1000	1.53658230e-01	3.39808340e-04	1	false	smoothSolver	9.92350820e-08	9.92350820e-08	0	true	smoothSolver	9.95937200e-08	9.95937200e-08	0	true	GAMG	3.49193710e-01	1.48471830e-03	3	true
1803            	smoothSolver	2.21297950e-01	1.50409530e-01	1000	1.55118160e-01	3.47548840e-04	1	false	smoothSolver	9.92351010e-08	9.92351010e-08	0	true	smoothSolver	9.95937300e-08	9.95937300e-08	0	true	GAMG	3.49116560e-01	2.11961920e-03	3	true
1804            	smoothSolver	2.19574530e-01	1.53024380e-01	1000	1.56035880e-01	3.47445780e-04	1	false	smoothSolver	9.92350820e-08	9.92350820e-08	0	true	smoothSolver	9.95937450e-08	9.95937450e-08	0	true	GAMG	3.49207280e-01	2.45606860e-03	4	true
1805            	smoothSolver	2.23842190e-01	1.51456240e-01	1000	1.56562900e-01	3.47445210e-04	1	false	smoothSolver	9.92350910e-08	9.92350910e-08	0	true	smoothSolver	9.95937690e-08	9.95937690e-08	0	true	GAMG	3.08113580e-01	1.76490350e-03	4	true
1806            	smoothSolver	2.25778150e-01	1.50925090e-01	1000	1.58472840e-01	3.50586900e-04	1	false	smoothSolver	9.92351140e-08	9.92351140e-08	0	true	smoothSolver	9.95937180e-08	9.95937180e-08	0	true	GAMG	3.41139830e-01	2.44596610e-03	4	true
1807            	smoothSolver	2.22934690e-01	1.51871370e-01	1000	1.56830310e-01	3.50265760e-04	1	false	smoothSolver	9.92350620e-08	9.92350620e-08	0	true	smoothSolver	9.95936550e-08	9.95936550e-08	0	true	GAMG	3.88097610e-01	3.22170370e-03	3	true
1808            	smoothSolver	2.24126000e-01	1.53006010e-01	1000	1.57237080e-01	3.51062620e-04	1	false	smoothSolver	9.92351020e-08	9.92351020e-08	0	true	smoothSolver	9.95937010e-08	9.95937010e-08	0	true	GAMG	3.66535520e-01	3.18021080e-03	3	true
1809            	smoothSolver	2.23855520e-01	1.53473790e-01	1000	1.61493910e-01	3.61498140e-04	1	false	smoothSolver	9.92350650e-08	9.92350650e-08	0	true	smoothSolver	9.95937360e-08	9.95937360e-08	0	true	GAMG	3.99171240e-01	3.78596880e-03	3	true
1810            	smoothSolver	2.25081870e-01	1.51239520e-01	1000	1.64020460e-01	3.67067750e-04	1	false	smoothSolver	9.92350410e-08	9.92350410e-08	0	true	smoothSolver	9.95937090e-08	9.95937090e-08	0	true	GAMG	3.64784870e-01	1.88703890e-03	4	true
1811            	smoothSolver	2.22517330e-01	1.52843930e-01	1000	1.62648500e-01	3.63623030e-04	1	false	smoothSolver	9.92350820e-08	9.92350820e-08	0	true	smoothSolver	9.95937670e-08	9.95937670e-08	0	true	GAMG	3.88831260e-01	2.50240270e-03	3	true
1812            	smoothSolver	2.24990100e-01	1.53492810e-01	1000	1.60961030e-01	3.63559950e-04	1	false	smoothSolver	9.92351120e-08	9.92351120e-08	0	true	smoothSolver	9.95937480e-08	9.95937480e-08	0	true	GAMG	4.03742830e-01	3.40233760e-03	3	true
1813            	smoothSolver	2.25396190e-01	1.56253530e-01	1000	1.58529820e-01	3.63484620e-04	1	false	smoothSolver	9.92350660e-08	9.92350660e-08	0	true	smoothSolver	9.95937460e-08	9.95937460e-08	0	true	GAMG	3.84889780e-01	3.68484880e-03	3	true
1814            	smoothSolver	2.23108860e-01	1.54698310e-01	1000	1.58891870e-01	3.66754090e-04	1	false	smoothSolver	9.92350530e-08	9.92350530e-08	0	true	smoothSolver	9.95937360e-08	9.95937360e-08	0	true	GAMG	3.75164710e-01	2.19367230e-03	3	true
1815            	smoothSolver	2.27436020e-01	1.53205040e-01	1000	1.59083210e-01	3.59472500e-04	1	false	smoothSolver	9.92350800e-08	9.92350800e-08	0	true	smoothSolver	9.95937060e-08	9.95937060e-08	0	true	GAMG	3.66205430e-01	2.70165640e-03	3	true
1816            	smoothSolver	2.24633070e-01	1.50887770e-01	1000	1.62998360e-01	3.72245460e-04	1	false	smoothSolver	9.92350990e-08	9.92350990e-08	0	true	smoothSolver	9.95937510e-08	9.95937510e-08	0	true	GAMG	3.50338700e-01	2.12427280e-03	3	true
1817            	smoothSolver	2.20810290e-01	1.49262840e-01	1000	1.64498920e-01	3.74962290e-04	1	false	smoothSolver	9.92350790e-08	9.92350790e-08	0	true	smoothSolver	9.95937110e-08	9.95937110e-08	0	true	GAMG	3.41609690e-01	2.34187570e-03	3	true
1818            	smoothSolver	2.23516110e-01	1.52460850e-01	1000	1.64856930e-01	3.77798750e-04	1	false	smoothSolver	9.92351060e-08	9.92351060e-08	0	true	smoothSolver	9.95937120e-08	9.95937120e-08	0	true	GAMG	3.64786450e-01	1.92959460e-03	3	true
1819            	smoothSolver	2.20720490e-01	1.53579150e-01	1000	1.65177280e-01	3.83325300e-04	1	false	smoothSolver	9.92350850e-08	9.92350850e-08	0	true	smoothSolver	9.95937560e-08	9.95937560e-08	0	true	GAMG	3.67294040e-01	2.25525730e-03	3	true
1820            	smoothSolver	2.25721420e-01	1.53198890e-01	1000	1.63920290e-01	3.74693020e-04	1	false	smoothSolver	9.92350640e-08	9.92350640e-08	0	true	smoothSolver	9.95937210e-08	9.95937210e-08	0	true	GAMG	3.65001500e-01	2.14766100e-03	3	true
1821            	smoothSolver	2.25579110e-01	1.52166160e-01	1000	1.64641750e-01	3.79589920e-04	1	false	smoothSolver	9.92351060e-08	9.92351060e-08	0	true	smoothSolver	9.95937230e-08	9.95937230e-08	0	true	GAMG	3.50717980e-01	3.01904470e-03	3	true
1822            	smoothSolver	2.24431130e-01	1.50176650e-01	1000	1.67193240e-01	3.83935810e-04	1	false	smoothSolver	9.92351220e-08	9.92351220e-08	0	true	smoothSolver	9.95937390e-08	9.95937390e-08	0	true	GAMG	3.32843820e-01	2.45335640e-03	4	true
1823            	smoothSolver	2.23173590e-01	1.50121650e-01	1000	1.63801400e-01	3.82031890e-04	1	false	smoothSolver	9.92350790e-08	9.92350790e-08	0	true	smoothSolver	9.95936850e-08	9.95936850e-08	0	true	GAMG	3.96849640e-01	2.49782980e-03	3	true
1824            	smoothSolver	2.23145260e-01	1.51843360e-01	1000	1.58729330e-01	3.69209590e-04	1	false	smoothSolver	9.92350910e-08	9.92350910e-08	0	true	smoothSolver	9.95937390e-08	9.95937390e-08	0	true	GAMG	3.67717250e-01	2.56130350e-03	4	true
1825            	smoothSolver	2.19089710e-01	1.52425550e-01	1000	1.53748980e-01	3.53981260e-04	1	false	smoothSolver	9.92351130e-08	9.92351130e-08	0	true	smoothSolver	9.95937450e-08	9.95937450e-08	0	true	GAMG	3.75126580e-01	2.50372590e-03	3	true
1826            	smoothSolver	2.20178460e-01	1.52462540e-01	1000	1.52977530e-01	3.51760140e-04	1	false	smoothSolver	9.92350650e-08	9.92350650e-08	0	true	smoothSolver	9.95937620e-08	9.95937620e-08	0	true	GAMG	4.03501940e-01	3.67210140e-03	3	true
1827            	smoothSolver	2.25071420e-01	1.53999030e-01	1000	1.56466380e-01	3.58368360e-04	1	false	smoothSolver	9.92350840e-08	9.92350840e-08	0	true	smoothSolver	9.95937240e-08	9.95937240e-08	0	true	GAMG	3.60734400e-01	3.16465110e-03	3	true
1828            	smoothSolver	2.21470080e-01	1.51987430e-01	1000	1.58481050e-01	3.69094860e-04	1	false	smoothSolver	9.92350800e-08	9.92350800e-08	0	true	smoothSolver	9.95937050e-08	9.95937050e-08	0	true	GAMG	4.01961440e-01	2.80176350e-03	3	true
1829            	smoothSolver	2.22880080e-01	1.51209130e-01	1000	1.63248910e-01	3.80498210e-04	1	false	smoothSolver	9.92351050e-08	9.92351050e-08	0	true	smoothSolver	9.95937240e-08	9.95937240e-08	0	true	GAMG	3.94053060e-01	3.06091820e-03	3	true
1830            	smoothSolver	2.24831910e-01	1.55353090e-01	1000	1.63108270e-01	3.79090140e-04	1	false	smoothSolver	9.92350770e-08	9.92350770e-08	0	true	smoothSolver	9.95936660e-08	9.95936660e-08	0	true	GAMG	3.70548900e-01	3.09933290e-03	3	true
1831            	smoothSolver	2.21006180e-01	1.50620200e-01	1000	1.60725930e-01	3.70680030e-04	1	false	smoothSolver	9.92351140e-08	9.92351140e-08	0	true	smoothSolver	9.95937290e-08	9.95937290e-08	0	true	GAMG	3.73692360e-01	3.31795730e-03	3	true
1832            	smoothSolver	2.23492490e-01	1.50952310e-01	1000	1.60978200e-01	3.74671760e-04	1	false	smoothSolver	9.92351180e-08	9.92351180e-08	0	true	smoothSolver	9.95937290e-08	9.95937290e-08	0	true	GAMG	3.96763680e-01	1.83563100e-03	4	true
1833            	smoothSolver	2.27823560e-01	1.52408690e-01	1000	1.59629750e-01	3.69568700e-04	1	false	smoothSolver	9.92350540e-08	9.92350540e-08	0	true	smoothSolver	9.95937240e-08	9.95937240e-08	0	true	GAMG	3.52011830e-01	3.18625370e-03	3	true
1834            	smoothSolver	2.21567080e-01	1.52286350e-01	1000	1.56551100e-01	3.56323060e-04	1	false	smoothSolver	9.92350950e-08	9.92350950e-08	0	true	smoothSolver	9.95937500e-08	9.95937500e-08	0	true	GAMG	3.96933150e-01	2.23205090e-03	3	true
1835            	smoothSolver	2.25891830e-01	1.53181500e-01	1000	1.54496850e-01	3.49109950e-04	1	false	smoothSolver	9.92351190e-08	9.92351190e-08	0	true	smoothSolver	9.95937240e-08	9.95937240e-08	0	true	GAMG	4.00250500e-01	3.46330800e-03	3	true
1836            	smoothSolver	2.25704220e-01	1.51326490e-01	1000	1.51829550e-01	3.45476500e-04	1	false	smoothSolver	9.92351190e-08	9.92351190e-08	0	true	smoothSolver	9.95937050e-08	9.95937050e-08	0	true	GAMG	3.78012730e-01	3.38465620e-03	3	true
1837            	smoothSolver	2.25483000e-01	1.51053180e-01	1000	1.55021660e-01	3.52473160e-04	1	false	smoothSolver	9.92350790e-08	9.92350790e-08	0	true	smoothSolver	9.95937350e-08	9.95937350e-08	0	true	GAMG	3.34442090e-01	3.05738030e-03	3	true
1838            	smoothSolver	2.23475940e-01	1.52434820e-01	1000	1.56364530e-01	3.49756230e-04	1	false	smoothSolver	9.92350830e-08	9.92350830e-08	0	true	smoothSolver	9.95937070e-08	9.95937070e-08	0	true	GAMG	3.51044350e-01	2.50347650e-03	3	true
1839            	smoothSolver	2.23108370e-01	1.49614400e-01	1000	1.57505380e-01	3.54494280e-04	1	false	smoothSolver	9.92351290e-08	9.92351290e-08	0	true	smoothSolver	9.95937340e-08	9.95937340e-08	0	true	GAMG	3.87363300e-01	2.52680720e-03	3	true
1840            	smoothSolver	2.23897850e-01	1.47382050e-01	1000	1.57673350e-01	3.47662390e-04	1	false	smoothSolver	9.92351020e-08	9.92351020e-08	0	true	smoothSolver	9.95937460e-08	9.95937460e-08	0	true	GAMG	3.93205070e-01	2.06529130e-03	3	true
1841            	smoothSolver	2.22627960e-01	1.50820370e-01	1000	1.55835800e-01	3.42963400e-04	1	false	smoothSolver	9.92351360e-08	9.92351360e-08	0	true	smoothSolver	9.95937190e-08	9.95937190e-08	0	true	GAMG	3.94126850e-01	3.56511890e-03	3	true
1842            	smoothSolver	2.24603490e-01	1.51351890e-01	1000	1.53748370e-01	3.34323470e-04	1	false	smoothSolver	9.92350390e-08	9.92350390e-08	0	true	smoothSolver	9.95936850e-08	9.95936850e-08	0	true	GAMG	3.67926790e-01	1.84161870e-03	4	true
1843            	smoothSolver	2.24767530e-01	1.52387640e-01	1000	1.53320290e-01	3.29216420e-04	1	false	smoothSolver	9.92350650e-08	9.92350650e-08	0	true	smoothSolver	9.95937180e-08	9.95937180e-08	0	true	GAMG	4.03208670e-01	2.83438900e-03	3	true
1844            	smoothSolver	2.21684500e-01	1.52401720e-01	1000	1.57204840e-01	3.41697050e-04	1	false	smoothSolver	9.92350670e-08	9.92350670e-08	0	true	smoothSolver	9.95937510e-08	9.95937510e-08	0	true	GAMG	3.80645470e-01	2.90307320e-03	3	true
1845            	smoothSolver	2.24945440e-01	1.51394790e-01	1000	1.56491770e-01	3.43450810e-04	1	false	smoothSolver	9.92350720e-08	9.92350720e-08	0	true	smoothSolver	9.95937040e-08	9.95937040e-08	0	true	GAMG	3.86254310e-01	3.58118610e-03	3	true
